event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KEN16548,"09 December 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Taxi Drivers (Kenya)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kisii,"Nyaribari Chache","Kisii Central",Kisii,-0.6833,34.7667,1,"Opera News (Kenya)",National,"On 9 December 2024, youths allied to Nyaribari Chache Member of Parliament (MP) (UDA, Kenya Kwanza), waylaid, attacked and injured a politician who also serves as a leader to the boda boda taxi operators in Mashauri area of Kisii (Nyaribari Chache, Kisii) for de-campaigning the MP.",0,"crowd size=no report",1734465869
KEN16549,"09 December 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,"State forces-Rioters",,404,"Eastern Africa",Kenya,Machakos,Yatta,Katangi,Katangi,-1.4083,37.6832,1,"Opera News (Kenya)",National,"Around 9 December 2024 (as reported), a mob of more than 80 residents stormed a police station, overpowered the police (means unspecified) and set ablaze a vehicle used in livestock theft in Katangi (Yatta, Machakos). The owners of the vehicle escaped.",0,"crowd size=more than 80",1734465869
KEN16549,"09 December 2024",2024,2,"Political violence",Riots,"Mob violence","Police Forces of Kenya (2022-)",,"State forces","State forces-Rioters",,404,"Eastern Africa",Kenya,Machakos,Yatta,Katangi,Katangi,-1.4083,37.6832,1,"Opera News (Kenya)",National,"Around 9 December 2024 (as reported), a mob of more than 80 residents stormed a police station, overpowered the police (means unspecified) and set ablaze a vehicle used in livestock theft in Katangi (Yatta, Machakos). The owners of the vehicle escaped.",0,"crowd size=more than 80",1734465869
KEN16550,"09 December 2024",2024,2,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Makueni,"Kibwezi West","Kikumbulyu South",Kibwezi,-2.4112,37.9652,2,"Citizen (Kenya); People Daily; Star (Kenya)",National,"Around 9 December 2024 (as reported), a mob lynched a mentally ill man using stones and sticks in Muembeni (other sources mention Katulani) (coded to the nearest known location as Kibwezi, Kibwezi West, Makueni) for attacking and killing his father.",1,"crowd size=no report",1734465869
KEN16550,"09 December 2024",2024,2,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Makueni,"Kibwezi West","Kikumbulyu South",Kibwezi,-2.4112,37.9652,2,"Citizen (Kenya); People Daily; Star (Kenya)",National,"Around 9 December 2024 (as reported), a mob lynched a mentally ill man using stones and sticks in Muembeni (other sources mention Katulani) (coded to the nearest known location as Kibwezi, Kibwezi West, Makueni) for attacking and killing his father.",1,"crowd size=no report",1734465869
KEN16552,"09 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Ogiek Ethnic Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,Molo,Mariashoni,Mariashoni,-0.3685,35.8213,1,"K24; NTV (Kenya)","New media-National","On 9 December 2024, residents, mainly members of the Ogiek community, gathered while carrying placards, twigs and chanting in Mariashoni (Molo, Nakuru) in protest against the plan by the government to subdivide the Mau summit land, arguing that the move amounts to violation of their rights as indigenous community. The group demanded that the government implement the earlier court ruling on the matter.",0,"crowd size=no report",1734465869
KEN16554,"09 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nakuru,Naivasha,Maeilla,Ndabibi,-0.7098,36.22,2,"Kenya Standard; KTN News (Kenya)",National,"On 9 December 2024, hundreds of residents marched while carrying twigs and chanting in Olempirita near Ndabibi (Naivasha, Nakuru) in protest against the move by a high-ranking government official to grab their land (coded separately). The group demanded that the president help address the matter.",0,"crowd size=hundreds",1734465869
KEN16555,"09 December 2024",2024,2,"Political violence","Violence against civilians",Attack,"Kuria Ethnic Militia (Kenya)",,"Identity militia","Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Narok,"Transmara West","Angata Barikoi","Angata Barikoi",-1.3799,34.7322,1,"Citizen (Kenya)",National,"Around 9 December 2024 (as reported), unknown assailants (likely Kuria militia, as they are the majority on the Nyanza side of the Narok-Migori border) shot and injured one person, and killed two animals while two other animals sustained injuries, during an attack in Angata Barikoi (Transmara West, Narok). The attackers made away with 7 cows and 6 sheep during the incident.",0,,1734465869
KEN16555,"09 December 2024",2024,2,"Political violence","Violence against civilians",Attack,"Civilians (Kenya)",,Civilians,"Identity militia-Civilians","Civilian targeting",404,"Eastern Africa",Kenya,Narok,"Transmara West","Angata Barikoi","Angata Barikoi",-1.3799,34.7322,1,"Citizen (Kenya)",National,"Around 9 December 2024 (as reported), unknown assailants (likely Kuria militia, as they are the majority on the Nyanza side of the Narok-Migori border) shot and injured one person, and killed two animals while two other animals sustained injuries, during an attack in Angata Barikoi (Transmara West, Narok). The attackers made away with 7 cows and 6 sheep during the incident.",0,,1734465869
KEN16545,"08 December 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Masinga,Ekalakala,Kakuku,-0.9269,37.4722,1,"Opera News (Kenya)",National,"On 8 December 2024, a mob, attacked a police officer (under the influence of alcohol, likely off-duty, as he was in the neighborhood) in Kakuku (Masinga, Machakos) for assaulting a neighbor's child to death. The officer was rescued by fellow police officers and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16545,"08 December 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)","Police Forces of Kenya (2022-)",Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Machakos,Masinga,Ekalakala,Kakuku,-0.9269,37.4722,1,"Opera News (Kenya)",National,"On 8 December 2024, a mob, attacked a police officer (under the influence of alcohol, likely off-duty, as he was in the neighborhood) in Kakuku (Masinga, Machakos) for assaulting a neighbor's child to death. The officer was rescued by fellow police officers and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16546,"08 December 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Labor Group (Kenya)",Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"NTV (Kenya)","New media","On 8 December 2024, rival crew members and supporters of opposite and matrix public service vehicles, clashed with each other during the Ma3 gala awards ceremony at the Louis Leakey auditorium at the National Museum within Nairobi (Starehe, Nairobi) over the 'Kenya One' title. Calm was restored after police officers escorted the event organizer out of the premises. It is unclear whether a winner was announced. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16546,"08 December 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Labor Group (Kenya)",Rioters,Rioters-Rioters,,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"NTV (Kenya)","New media","On 8 December 2024, rival crew members and supporters of opposite and matrix public service vehicles, clashed with each other during the Ma3 gala awards ceremony at the Louis Leakey auditorium at the National Museum within Nairobi (Starehe, Nairobi) over the 'Kenya One' title. Calm was restored after police officers escorted the event organizer out of the premises. It is unclear whether a winner was announced. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16547,"08 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Christian Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,Starehe,"Nairobi Central",Nairobi,-1.283,36.817,1,"Kenya Broadcasting Corporation; NTV (Kenya)","New media-National","On 8 December 2024, members of the salvation army church protested in Nairobi city Centre (Starehe, Nairobi) against the poor management of the Nairobi central temple complex. The group demanded to sign a new contract for the management of the facility.",0,"crowd size=no report",1734465869
KEN16540,"07 December 2024",2024,1,"Political violence",Riots,"Mob violence","Rioters (Kenya)","Vigilante Group (Kenya)",Rioters,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kajiado,Loitokitok,Kimana,"Ongata Rongai",-2.75,37.3833,1,"K24; KTN News (Kenya)",National,"On 7 December 2024, a mob beat up two suspects (who had been immobilized by bees sent by a witchdoctor) in Ongata Rongai (Loitokitok, Kajiado) for engaging in theft of electronic goods. The suspects were rescued by the police and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16540,"07 December 2024",2024,1,"Political violence",Riots,"Mob violence","Civilians (Kenya)",,Civilians,Rioters-Civilians,"Civilian targeting",404,"Eastern Africa",Kenya,Kajiado,Loitokitok,Kimana,"Ongata Rongai",-2.75,37.3833,1,"K24; KTN News (Kenya)",National,"On 7 December 2024, a mob beat up two suspects (who had been immobilized by bees sent by a witchdoctor) in Ongata Rongai (Loitokitok, Kajiado) for engaging in theft of electronic goods. The suspects were rescued by the police and placed under custody. Extent of injuries unknown/not reported.",0,"crowd size=no report",1734465869
KEN16542,"07 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Labor Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Nairobi,"Embakasi East",,"Nairobi - Embakasi East",-1.2999,36.9333,1,"Kenya Broadcasting Corporation; Kenyans.co; KTN News (Kenya)",National,"On 7 December 2024, over 1000 traders protested at the Fedha bus stage within Nairobi - Embakasi East (Embakasi East, Nairobi) against abrupt eviction notice (24-hour eviction notice) ahead of planned demolitions of their businesses, following the sell of their public land to a private developer. The group demanded sufficient time to relocate",0,"crowd size=over 1000",1734465869
KEN16543,"07 December 2024",2024,2,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Women (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Siaya,Ugenya,Ukwala,Ukwala,0.1904,34.1891,1,"Daily Nation (Kenya)",National,"Around 7 December 2024 (as reported), women, mainly widows and joined by women rights defenders, gathered and marched while carrying a banner and singing in Ukwala (Ugunja, Siaya) in protest against increased cases of femicide. The group demanded for the county to dedicate resources to protect women and widows in particular. The event happened in the context of 16 days of activism against gender-based violence.",0,"crowd size=no report",1734465869
KEN16544,"07 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)",,Protesters,"Protesters only",,404,"Eastern Africa",Kenya,"Uasin Gishu",Moiben,Kimumu,Eldoret,0.5167,35.2833,1,Kenyans.co,National,"On 7 December 2024, residents disrupted an entertainment festival by shouting and chanting during the sports Cabinet Secretary's (CS) speech in Eldoret (Moiben, Uasin Gishu). It is unclear whether the incident is related to the ongoing opposition to the recent impeachment of the deputy president as well as dissatisfaction with the government development agenda. The CS had to cut short his speech.",0,"crowd size=no report",1734465869
KEN16541,"07 December 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Kenya)","Meru Ethnic Group (Kenya)",Protesters,"Protesters only",,404,"Eastern Africa",Kenya,Meru,"Tigania West",Nkomo,Nchiru,0.1325,37.7363,1,"Daily Nation (Kenya); Kenya Broadcasting Corporation; NTV (Kenya)","New media-National","On 7 December 2024, a section of Meru community elders (Njuri Ncheke) gathered and chanted at their shrine in Ncheru also known as Nchiru (Tigania West, Meru) in protest against a proposal to form Gikuyu, Embu, Meru and Akamba (GEMA) political party, ahead of the 2027 general elections. Led by the chairman, the group demanded their rival faction (described as the urged Linus Kathera's group) to stop engaging in Njuri Ncheke affairs.",0,"crowd size=no report",1734479890
